actual_rating,predicted_rating,explanation,is_valid_json,error,review_text,latency_sec
2,1.0,"The review uses overwhelmingly negative language, describing the experience as 'beyond depressing' due to incompetent staff, empty trays, and an egregious overcharge attempt. The final product, the cupcakes, were also deemed 'dryer than a popcorn fart' and 'disappointing.' There are no redeemable positives in the current experience, warranting the lowest possible rating.",True,,"You would think with the economy being what it is today, it would be easy for any establishment to h...",3.9349348545074463
2,,,False,"API error: 503 UNAVAILABLE. {'error': {'code': 503, 'message': 'The model is overloaded. Please try again later.', 'status': 'UNAVAILABLE'}}","I used to be an avid shopper/seller at Buffalo Exchange. As I work at a boutique, it was nice that I...",1.8526721000671387
2,,,False,"Validation/Parsing failed, Error: [{'type': 'string_too_long', 'loc': ('explanation',), 'msg': 'String should have at most 400 characters', 'input': ""The review indicates significant disappointment with the food quality, value, and menu variety, describing the sub as 'overpriced' and 'nothing special'. The customer even stated they would have left if not 'SUPer starving'. However, positive points like 'very nice' staff, a 'clean' place, and the willingness to 'eat there again' despite the food shortcomings balance the overall sentiment to a neutral rating."", 'ctx': {'max_length': 400}, 'url': 'https://errors.pydantic.dev/2.12/v/string_too_long'}]","I have driven past this place a million times and never stopped, so today I did.
I basically was in ...",5.197118043899536
2,1.0,"The review is overwhelmingly negative, starting with ""disappointing"" and concluding with ""I won't be back."" Specific complaints include limited raw fish selection, poor soju, unappetizing spicy tuna tempura, cramped space, and a strong recommendation to ""STAY AWAY from the happy hour rolls."" There are no positive aspects mentioned, indicating a very poor experience.",True,,Yet another disappointing sushi restaurant in the desert. My date and I went here for their late hap...,4.514524221420288
2,1.0,"The reviewer explicitly states they ""wasn't impressed with the food and the quality,"" ""had better,"" and ""will not be back."" This indicates a highly unsatisfactory experience, reinforced by the belief that ""better places to dine"" exist. The language is unequivocally negative, leading to the lowest possible rating.",True,,Went to this place with family for a birthday party and tried various items from the menu.  Wasn't i...,4.294996976852417
2,,,False,"Validation/Parsing failed, Error: [{'type': 'string_too_long', 'loc': ('explanation',), 'msg': 'String should have at most 400 characters', 'input': 'The review contains extremely strong negative feedback (""immediate regret"", ""chewy"", ""not peeled properly"", ""grainy"", ""gritty"", ""Yuck"", ""Horrible"") for the highly anticipated green chili mac & cheese. Although the pulled pork and hot BBQ were described as ""pretty darn good,"" the reviewer also explicitly stated a preference for another BBQ place and would only consider Andrew\'s again if ""hard up."" The significant disappointment with one major item, coupled with the merely satisfactory and backup-choice status for other items, leads to an overall negative experience despite some positives.', 'ctx': {'max_length': 400}, 'url': 'https://errors.pydantic.dev/2.12/v/string_too_long'}]",After reading all the raves about the green chili mac & cheese it was a must have - and then immedia...,5.728662967681885
2,,,False,"Validation/Parsing failed, Error: [{'type': 'string_too_long', 'loc': ('explanation',), 'msg': 'String should have at most 400 characters', 'input': ""The review uses overwhelmingly negative language, specifically calling the food 'awful' and detailing multiple severe issues with every dish ordered (pickles, potato, broccoli, rib eye). Although service was 'good' (with a caveat) and the beef initially had good taste/texture, these minor positives are completely overshadowed by descriptions like 'sorely disappointed', 'greyish', 'fishy sea salt', 'palor yellow', 'YICK', and 'heavy Saltiness'. The reviewer explicitly states it was their 'FIRST (and last) visit' and ends with 'NeverToStepFoot-InsideTheRoadhouseAgain', indicating an extremely poor and irredeemable experience."", 'ctx': {'max_length': 400}, 'url': 'https://errors.pydantic.dev/2.12/v/string_too_long'}]","Ok so I get the peanut thing, wood accented atmosphere, good service (although rather ""in your face""...",5.464153051376343
2,,,False,"Validation/Parsing failed, Error: [{'type': 'string_too_long', 'loc': ('explanation',), 'msg': 'String should have at most 400 characters', 'input': ""The review identifies some positives like a 'great deal' happy hour and 'awesome' open atmosphere, but these are immediately countered by significant drawbacks such as being 'always PACKED,' 'not much seating,' 'never enough' parking, and 'expensive' prices. The strong negative sentiment regarding value, overcrowding, and practical issues like parking heavily outweighs the initial positive points, leading the reviewer to conclude they'd rather stay home for less cost and without the frustrations."", 'ctx': {'max_length': 400}, 'url': 'https://errors.pydantic.dev/2.12/v/string_too_long'}]",Good = Happy hour is a great deal but it's always PACKED. The open atmosphere is awesome in the spri...,5.454560041427612
2,2.0,"The review expresses strong dissatisfaction with pricing, value for money, and an unpopular credit card surcharge, starting with ""had better"" and concluding with ""not impressed."" While the chai lattes were ""pretty good"" and local artwork was ""liked,"" these positives are heavily outweighed by the significant financial complaints and overall negative sentiment, indicating a below-average experience.",True,,"Yes, I've had better.

The chai lattes are pretty good, but not worth $4.50 for a large(which was a ...",6.365675926208496
2,,,False,"Validation/Parsing failed, Error: [{'type': 'string_too_long', 'loc': ('explanation',), 'msg': 'String should have at most 400 characters', 'input': 'The review details an overwhelmingly negative experience from start to finish. Issues include poor customer service (attitude, slow cashier), extremely disappointing food quality repeatedly described as ""BLAH,"" ""dry,"" ""tasteless,"" ""dirt,"" and ""gross."" The restaurant\'s setup was irritating, with an outdoor condiment bar and flies. The reviewer felt overcharged and left hungry, vowing ""to never return."" Despite mentioning a conceptual liking for the ""farm fresh concept,"" the actual dining experience was a complete failure, justifying the lowest possible rating.', 'ctx': {'max_length': 400}, 'url': 'https://errors.pydantic.dev/2.12/v/string_too_long'}]","I don't get it!!
My husband, daughter and I went to eat at Joe's because we saw a menu in the Hotel ...",10.337489128112793
2,,,False,"Validation/Parsing failed, Error: [{'type': 'string_too_long', 'loc': ('explanation',), 'msg': 'String should have at most 400 characters', 'input': 'The review is overwhelmingly negative, starting with ""Bleh"" and detailing significant food quality issues such as gristly chicken, unspeakable greasy cheese, a disintegrating pizza crust, and unbalanced ingredients. Service was described as initially \'fine\' but became neglectful once dissatisfaction was sensed, with no attempt to rectify the poor meal. Despite mentioning a good atmosphere, the fundamental failures in food and service resulted in profound disappointment, leading the reviewer to state they will ""definitely wait a while for a return visit"".', 'ctx': {'max_length': 400}, 'url': 'https://errors.pydantic.dev/2.12/v/string_too_long'}]","Bleh. 

I have been anxiously awaiting the opening of this spot, since I frequent the other spots on...",6.219105958938599
2,,,False,"Validation/Parsing failed, Error: [{'type': 'string_too_long', 'loc': ('explanation',), 'msg': 'String should have at most 400 characters', 'input': ""The review praises the bar's appearance and cocktails as excellent, and the restaurant's design and concept are also viewed positively. However, there's significant disappointment regarding the food, which is deemed mismatched with the upscale decor and a missed opportunity. The overall sentiment is that the place is 'confused' about its identity, leading to a largely underwhelming dining experience despite some strong positives."", 'ctx': {'max_length': 400}, 'url': 'https://errors.pydantic.dev/2.12/v/string_too_long'}]",Let me say this: the bar at Hanny's is one of the best looking bars in Phoenix. This square-shaped s...,5.1669628620147705
2,3.0,"The review starts with ""Meh"" and, despite positive notes on friendly service and atmosphere, heavily criticizes the food's authenticity (""Americanized"") and value. The 'California burro' only ""tasted OK"" and was explicitly compared unfavorably in taste and price to a competitor, indicating a mediocre culinary experience that detracts significantly from any positives.",True,,"Meh.  Service was friendly, and the atmosphere is bright and festive, but it's pretty Americanized M...",5.2919981479644775
2,1.0,"The review is overwhelmingly negative, citing a small, airless room, outdated song choices, mediocre food, undercooked edamame, and a problematic crowd. While servers were sweet, they made mistakes with orders and the bill. The reviewer explicitly states they 'would not have gone there' if they had known, indicating a terrible experience.",True,,My friends and I got a 10-person karaoke room and ordered food while we sang. The room is SMALL --in...,4.142784118652344
2,,,False,"Validation/Parsing failed, Error: [{'type': 'string_too_long', 'loc': ('explanation',), 'msg': 'String should have at most 400 characters', 'input': 'The reviewer was consistently ""underwhelmed"" across two visits, experiencing ""horrible"" service and significant waits on the second. They were ""not impressed with the food,"" particularly disliking the prevalence of raw onions. The strong negative sentiment, including the explicit statement ""I will not be back!"", far outweighs the few minor positives like good service on the first visit or good rice and beans, indicating a very unsatisfactory overall experience.', 'ctx': {'max_length': 400}, 'url': 'https://errors.pydantic.dev/2.12/v/string_too_long'}]",I have been to Las Glorias twice with people from work.  Both times I was underwhelmed.  The first t...,4.686170816421509
2,,,False,"Validation/Parsing failed, Error: [{'type': 'string_too_long', 'loc': ('explanation',), 'msg': 'String should have at most 400 characters', 'input': ""The review details multiple service failures: a 10-minute wait to order, an incorrect order delivered by the wrong server, and another 15-minute wait for the correct item. This resulted in the customer only having 10 minutes to eat after waiting over 40 minutes. Although the staff was 'friendly enough' and the corrected pancakes were 'delicious', the overall experience was severely negative due to inefficiency and inaccuracy, compounded by a desired ingredient (blueberry compote) containing the very item (corn syrup) the customer tried to avoid. The customer's willingness to return is heavily qualified by needing '90 minutes or more to spare', indicating major systemic issues."", 'ctx': {'max_length': 400}, 'url': 'https://errors.pydantic.dev/2.12/v/string_too_long'}]",Came here one morning a couple of weeks ago.  Had about 50 minutes alloted before my Mayo clinic app...,5.657835006713867
2,4.0,"The review praises the 'wonderful' guacamole and 'good' margaritas, indicating strong positive aspects. However, the tacos were only 'fair' and 'small', and the ambiance becomes 'really loud' after 10 PM. This mix of strong positives with clear negatives and a specific environmental issue suggests a good but not perfect experience.",True,,"Margaritas were good, tacos were fair (small), guacamole was wonderful. after ten it gets really lou...",4.533854007720947
2,1.0,"The review expresses strong disappointment with the food quality, describing the salad as 'not very fresh' and the pizza as 'just ok' and inferior to others. Key negative phrases like 'not impressed at all', 'very sad and disappointed', and 'will not be going back' indicate an extremely poor experience.",True,,I had been wanting to try Sal's for quite a while but never got around to it.  Until today!  I got a...,3.365489959716797
2,,,False,"Validation/Parsing failed, Error: [{'type': 'string_too_long', 'loc': ('explanation',), 'msg': 'String should have at most 400 characters', 'input': 'The review explicitly states ""Two stars... lucky it isn\'t one."" The reasoning for this low rating stems from an overwhelmingly negative experience: extremely poor customer service with an employee exhibiting a ""gtfo dodge attitude,"" a ""subpar"" and carelessly assembled sandwich, and frustrating ordering errors that indicate a complete lack of care or attention from the sole employee. The reviewer\'s strong language (""hard to fuck up... but he did,"" ""wtf man?"") reinforces the terrible experience.', 'ctx': {'max_length': 400}, 'url': 'https://errors.pydantic.dev/2.12/v/string_too_long'}]","Stopped by one night late, only one guy working, probably the manager/owner based on him being on th...",5.7185893058776855
3,,,False,"Validation/Parsing failed, Error: [{'type': 'string_too_long', 'loc': ('explanation',), 'msg': 'String should have at most 400 characters', 'input': ""The review presents a mixed experience. While the food items like the burrito, salsa, and even chips received strong praise for being 'very tasty' and 'super good', these positives are significantly outweighed by several strong negative points. These include a perceived unfriendly interaction with staff, a highly inconvenient and off-putting bathroom key policy, and the food being 'a little too expensive' with specific price complaints about chips. The combination of excellent food quality with notable operational and service drawbacks results in an overall average experience."", 'ctx': {'max_length': 400}, 'url': 'https://errors.pydantic.dev/2.12/v/string_too_long'}]",I think the lady behind the counter didn't like me.  Could've just been me.  I don't know.  It's jus...,13.127087831497192
3,,,False,"Validation/Parsing failed, Error: [{'type': 'string_too_long', 'loc': ('explanation',), 'msg': 'String should have at most 400 characters', 'input': 'The review notes positive aspects such as the inexpensive price point for the early bird special and the unique koi pond feature. However, it delivers a strong negative critique regarding the food\'s taste, repeatedly describing it as ""bland and flavorless"" and necessitating the use of soy sauce. The significant failure in the core product (food quality) outweighs the good value and ambiance, resulting in a low rating.', 'ctx': {'max_length': 400}, 'url': 'https://errors.pydantic.dev/2.12/v/string_too_long'}]","Inexpensive for the early bird special.  $5.55 for the combination plates that include egg roll, sou...",3.7511370182037354
3,3.0,"The review praises the atmosphere and customer service but heavily criticizes the value of the main dish, noting the steak was not worth the price and lacked included sides. The strong concluding statement ""I don't think I will be eating here again"" indicates that the negatives outweigh the positives for the overall experience.",True,,"Love the atmosphere and how trendy rhus place is, reminds me of Nip/tuck kinda, the way they have it...",3.176750898361206
3,,,False,"Validation/Parsing failed, Error: [{'type': 'string_too_long', 'loc': ('explanation',), 'msg': 'String should have at most 400 characters', 'input': ""The reviewer appreciated the unique concept and ambiance of the place, praising it as 'refreshing' and 'one-of-a-kind'. However, the food quality was inconsistent and often disappointing, specifically mentioning dry, bland chicken and a lack of flavor in the Baja Bowl. A significant negative was the use of styrofoam cups, which contradicted the establishment's 'Healthy Food for a Hungry Planet' slogan and 'artsy, earthy' vibe. The reviewer explicitly concluded with an 'average rating only' due to these issues."", 'ctx': {'max_length': 400}, 'url': 'https://errors.pydantic.dev/2.12/v/string_too_long'}]",Its refreshing to find one-of-a-kind places -- God knows Phoenix needs more of them to inject person...,6.6054911613464355
3,2.0,"The reviewer acknowledges good film selection but expresses significant disappointment and negative feelings about the audience demographic, describing it as 'unfortunate' and a 'disappointment : /'. This strong personal negative reaction to the clientele outweighs the positive comment about the film choice, indicating a generally poor overall experience.",True,,Good to know they still have independent films and they chose wisely what to play. Unfortunately thi...,5.169679880142212
3,,,False,"Validation/Parsing failed, Error: [{'type': 'string_too_long', 'loc': ('explanation',), 'msg': 'String should have at most 400 characters', 'input': ""The specific visit describes an extremely negative experience with staff, leading to no purchase and strong negative feelings. However, the reviewer explicitly states they are giving 3 stars due to previous visits where the 'stuff was good, not great,' and appreciates the establishment for being 'adorable & local,' which gives it 'extra love.' The rating is a conscious compromise between a terrible recent encounter and past acceptable experiences plus local sentiment."", 'ctx': {'max_length': 400}, 'url': 'https://errors.pydantic.dev/2.12/v/string_too_long'}]",All I'm saying is they need to do a better job at hiring their staff. The girl that helped us out la...,4.148929834365845
3,,,False,"Validation/Parsing failed, Error: [{'type': 'string_too_long', 'loc': ('explanation',), 'msg': 'String should have at most 400 characters', 'input': 'The review uses overwhelmingly negative language throughout, describing the location as ""stupid"" and the cupcakes as ""only okay,"" ""very plain,"" ""not really that great,"" ""so-so,"" ""kind of meh,"" and ""definitely not what I had hoped for."" The reviewer was ""pissed off"" by a cupcake crown popping off and explicitly states ""I will not be back. I don\'t like you,"" indicating a deeply unsatisfactory experience with both the product and the visit.', 'ctx': {'max_length': 400}, 'url': 'https://errors.pydantic.dev/2.12/v/string_too_long'}]","I am not happy with Sprinkles, but I can't really subtract stars because I make better cupcakes than...",5.824280023574829
3,,,False,"Validation/Parsing failed, Error: [{'type': 'string_too_long', 'loc': ('explanation',), 'msg': 'String should have at most 400 characters', 'input': 'The review contains clear positives like ""pretty good"" food and the explicit statement ""Would go back"", indicating a satisfactory experience. While there was a negative point about the cashier not being super friendly, this was somewhat mitigated by the manager\'s friendliness. The comment ""nothing overly stood out"" suggests it wasn\'t exceptional, but the overall sentiment is positive enough to warrant a return visit, aligning with a good, but not perfect, 4-star rating.', 'ctx': {'max_length': 400}, 'url': 'https://errors.pydantic.dev/2.12/v/string_too_long'}]","Had a coupon so decided to have lunch at Wildflower. The food was pretty good, similar to other spec...",9.36422610282898
3,3.0,"The review explicitly states the experience was ""average"" and that the food was ""not very New Mexican,"" failing to meet the diner's specific culinary quest. While one dish was ""good,"" another was merely ""just ok,"" balancing out any strong positives.",True,,We were still on a search for New Mexican food and I read up on this place and it was also recommend...,5.269388675689697
3,,,False,"Validation/Parsing failed, Error: [{'type': 'string_too_long', 'loc': ('explanation',), 'msg': 'String should have at most 400 characters', 'input': ""The review highlights excellent music, a fun crowd, and friendly staff as major positives. However, these are significantly offset by numerous strong negatives: severe overcrowding, minimal parking, a very small and dark venue, and difficulty moving around. The reviewer states they are 'on the fence' and 'not sure if I would hang out there again' despite enjoying the music, indicating the physical drawbacks heavily detract from the overall experience. This balances to a neutral rating."", 'ctx': {'max_length': 400}, 'url': 'https://errors.pydantic.dev/2.12/v/string_too_long'}]",Funny story about my experience at this place. My Classmate mentioned she loves this place for other...,6.319288015365601
3,,,False,"API error: 503 UNAVAILABLE. {'error': {'code': 503, 'message': 'The model is overloaded. Please try again later.', 'status': 'UNAVAILABLE'}}",U.S. Egg is situated directly across the street from Denny's.  A nicer and classier environment than...,3.8788890838623047
3,,,False,"Validation/Parsing failed, Error: [{'type': 'string_too_long', 'loc': ('explanation',), 'msg': 'String should have at most 400 characters', 'input': 'The review has mixed feelings, with a positive aspect for browsing and selection (""fun to shop around"") but a significantly negative experience with selling books (""never do that again"", ""few measely dollars"", ""total rip off"", ""waste of time""). The strong negative sentiment regarding the transaction and uncertainty about returning outweighs the mild positives for casual looking, indicating a generally poor experience for the reviewer\'s specific purpose.', 'ctx': {'max_length': 400}, 'url': 'https://errors.pydantic.dev/2.12/v/string_too_long'}]",I've been to Bookman's a few times and have mixed feelings about it. If you're going just to look ar...,3.495882987976074
3,4.0,"The review uses positive language like ""Pretty good deli sandwich"" and expresses strong enthusiasm for the ""selection"" and market feel. The only negative mentioned is ""a hassle for parking,"" which is a common inconvenience but doesn't diminish the positive core experience of the food and store offerings significantly. Overall, it's very positive with one minor drawback.",True,,Pretty good deli sandwich but a hassle for parking. Love the selection of things to buy sorta like a...,5.161451101303101
3,2.0,"The review praises the 'Great food' but heavily criticizes the 'bad service' and a significant communication barrier. The strong negatives concerning service and communication severely detract from the positive food experience, resulting in a largely frustrating visit.",True,,"Great food, bad service. Does anyone speak english in here?...",6.62593412399292
3,4.0,"The review uses positive descriptors like ""Pretty cool little climb"" and ""Pretty easy hike,"" indicating an enjoyable experience. There are no negative aspects mentioned, but the language isn't strong enough for a perfect 5-star rating, suggesting a very good, solid experience.",True,,"About 1.6 miles roundtrip from the Maricopa Ramada.  Pretty cool little climb, but then you end up o...",4.496333122253418
3,2.0,"The review is predominantly negative, highlighting a significant lack of authenticity, specific food quality issues like tough meat, clumpy chicken, and a dry dish lacking vibrant flavors. The reviewer also criticizes the 'fake' Asian dining experience and impractical family-style portions for solo diners, despite minor acknowledgments of cleanliness or appeal to American tastes.",True,,"Pei Wei is always busy, that's gotta mean something right? Wrong. There are restaurants that serve b...",7.4608519077301025
3,,,False,"Validation/Parsing failed, Error: [{'type': 'string_too_long', 'loc': ('explanation',), 'msg': 'String should have at most 400 characters', 'input': 'The review highlights exceptional quality with ""Excellent food"" and ""top-notch service,"" which are strong positives. However, the phrase ""exorbitantly priced"" and ""Not for budget minded diners"" presents a major drawback regarding value. The rating reflects the outstanding quality balanced against the significant and prohibitive cost, preventing a perfect score despite the stellar experience components.', 'ctx': {'max_length': 400}, 'url': 'https://errors.pydantic.dev/2.12/v/string_too_long'}]","Excellent food, top-notch service, exorbitantly priced.  Not for budget minded diners......",8.824875116348267
3,,,False,"Validation/Parsing failed, Error: [{'type': 'string_too_long', 'loc': ('explanation',), 'msg': 'String should have at most 400 characters', 'input': ""The review presents a mixed bag of experiences. While it heavily criticizes inconsistent wait service and frequent 'out of foods' issues, the reviewer ultimately praises the food's taste and speed during their last visit and concludes by stating they 'still consider this place a good choice for authentic foods.' The self-stated 3.5 stars lean towards a positive overall experience despite the noted flaws, rounding to 4 stars for an integer scale."", 'ctx': {'max_length': 400}, 'url': 'https://errors.pydantic.dev/2.12/v/string_too_long'}]","I've returned to this place 2 more times after my last review. Wait service was still inconsistent, ...",4.743454217910767
3,2.0,"The reviewer explicitly states they ""don't understand the hype"" and found the food ""very typical"" and ""nothing special."" This consistently negative and unimpressed language indicates a disappointing and below-average experience, with no redeeming qualities mentioned to warrant a higher rating.",True,,i don't understand the hype. it's very typical american chinese food. tried the bourbon chicken and ...,3.998783826828003
3,,,False,"Validation/Parsing failed, Error: [{'type': 'string_too_long', 'loc': ('explanation',), 'msg': 'String should have at most 400 characters', 'input': 'The review presents a mixed experience. Positives include good menu display, perfectly cooked chicken and tofu, and great spring rolls. However, significant negatives are noted, such as chewy noodles, a suggestion to skip beef balls, and the observation that the noodle bowl is very bland without spice. The balance of specific positive and negative food feedback, alongside a minor presentation discrepancy, points to an average overall experience rather than consistently good.', 'ctx': {'max_length': 400}, 'url': 'https://errors.pydantic.dev/2.12/v/string_too_long'}]","They have high definition pictures of their menu items proudly displayed on the walls, and I like th...",7.337090015411377
3,3.0,"The review uses neutral and lukewarm language like ""Alright"" and repeatedly states ""is okay"" for selection, cleanliness, and organization. While the staff is praised as ""helpful,"" the overall impression is that the store is average and the reviewer has ""been to better,"" indicating a satisfactory but unexceptional experience.",True,,"This goodwill is Alright, I have been to better. Their selection is okay, cleanliness is okay and or...",4.399646997451782
3,,,False,"Validation/Parsing failed, Error: [{'type': 'string_too_long', 'loc': ('explanation',), 'msg': 'String should have at most 400 characters', 'input': 'The reviewer started with high hopes but experienced significant disappointment across multiple items. While the hot dog was deemed ""not that bad,"" the fries were ""not so good,"" the peppers were ""far from hot"" and ""almost tasted pickled,"" and the beef sandwich was criticized for being ""TINY!!!"" and lacking authentic Chicago flavor. The overall sentiment is that the restaurant failed to deliver a true Chicago-style experience, leaving the reviewer still searching for a ""decent"" alternative.', 'ctx': {'max_length': 400}, 'url': 'https://errors.pydantic.dev/2.12/v/string_too_long'}]","Chicago style hot dog?!  Sign me up!  I just moved here from Chicago, and I've been dreaming of Port...",5.610925197601318
3,4.0,"The review explicitly states the food and drinks are ""blah,"" indicating a significant negative. However, it strongly praises the ""always great"" service and ""always fun"" happy hour and trivia, suggesting that while the core food offering is weak, other aspects make the experience enjoyable and worth returning for.",True,,"The food and drinks are blah, but the service is always great! Happy hour and trivia are always fun ...",8.817828893661499
3,,,False,"Validation/Parsing failed, Error: [{'type': 'string_too_long', 'loc': ('explanation',), 'msg': 'String should have at most 400 characters', 'input': ""The review indicates a consistent, 'good enough' experience with a clear intent to return. Food is generally positive, described as 'pretty good' or 'average overall' with flavorful sauces and large portions for some dishes. However, service is consistently highlighted as 'never been that good', 'not attentive or personable', and includes a significant incident of a waiter providing misleading pricing advice which was poorly resolved by management. This consistent poor service and the specific negative incident prevent a higher rating, despite the reviewer's willingness to return."", 'ctx': {'max_length': 400}, 'url': 'https://errors.pydantic.dev/2.12/v/string_too_long'}]",Eva's seems to be the place we go to every time we visit family in Casa Grande now.  It is a pretty ...,7.789310932159424
3,,,False,"Validation/Parsing failed, Error: [{'type': 'string_too_long', 'loc': ('explanation',), 'msg': 'String should have at most 400 characters', 'input': 'The reviewer uses positive language such as ""inviting and clean,"" and notes ""ample seating,"" concluding it is a ""good option."" While it ""wasn\'t anything out of the ordinary,"" there are no specific negatives or functional complaints, suggesting a reliable and pleasant experience that meets expectations well, but isn\'t necessarily unique. This consistent positivity and lack of flaws, despite not being exceptional, aligns with a 4-star rating.', 'ctx': {'max_length': 400}, 'url': 'https://errors.pydantic.dev/2.12/v/string_too_long'}]",I'm always on the lookout for a morning coffee place  and decided to stop at the Coffee Bean. Since ...,7.267735004425049
3,,,False,"Validation/Parsing failed, Error: [{'type': 'string_too_long', 'loc': ('explanation',), 'msg': 'String should have at most 400 characters', 'input': ""The reviewer explicitly retracts a previous negative review and provides strong positive feedback, calling it 'definitely a great spot' for lunch and highly recommending the spicy chicken bowl. The minor criticism about watered-down Sriracha is immediately justified as potentially a customer preference, not a fault. The overall sentiment is overwhelmingly positive, encouraging others to try it despite their own past reservations."", 'ctx': {'max_length': 400}, 'url': 'https://errors.pydantic.dev/2.12/v/string_too_long'}]","After reading Lindsey's review, I had to think twice about my original review of this place. Yes, I ...",5.6709959506988525
3,,,False,"API error: 503 UNAVAILABLE. {'error': {'code': 503, 'message': 'The model is overloaded. Please try again later.', 'status': 'UNAVAILABLE'}}","The people who are either stocking the shelves, cleaning the floors, or behind the counter have all ...",1.7989141941070557
3,4.0,"The review expresses extremely positive sentiment regarding the food, calling it ""favorite"" and ""perfect"" with ""really good"" fries. However, it strongly criticizes the location, stating it ""kind of sucks"" due to its surroundings. The outstanding food quality outweighs the significant environmental drawback, leading to a high but not perfect rating.",True,,"Food wise, this is my favorite Lenny's location. They make the perfect jalapeno cheese burger. The f...",5.413861274719238
3,2.0,"Despite the service being good, the 'alright' food combined with 'high prices' and the strong negative sentiment of 'never going to again' suggests a largely disappointing experience, outweighing the single positive.",True,,"The service we had was good, food was alright, the prices seemed high.  Just a sports bar.  

Fine n...",3.9322433471679688
3,,,False,"Validation/Parsing failed, Error: [{'type': 'string_too_long', 'loc': ('explanation',), 'msg': 'String should have at most 400 characters', 'input': 'The review contains overwhelmingly positive language such as ""deeee-licious,"" ""loooooooooooove,"" ""genius!!!,"" ""adore,"" and ""fantastic"" for food, ingredients, and atmosphere. Although price and a \'trendy\' feeling are mentioned as negatives, the reviewer explicitly states ""taste wins out"" and praises the restaurant as a ""great alternative."" The strong positives heavily outweigh the minor, personal qualms.', 'ctx': {'max_length': 400}, 'url': 'https://errors.pydantic.dev/2.12/v/string_too_long'}]","the food here is deeee-licious. i like the decor, the ambiance, the menu, the waitstaff. however, i ...",3.877431869506836
3,3.0,"The reviewer clearly states they cannot give a 4-star rating due to ""downright abysmal"" and consistently slow service, despite the food being ""great"" and the overall experience being ""fun."" While the food and novelty were positive, the severe and repeated negative service issues prevent a higher rating, leading to a 3-star prediction reflecting a mixed but notably flawed experience.",True,,"I reeeeaaalllyyyyy wish that I could give this a 4, but I can't do that in good conscience.  The foo...",5.508893966674805
3,2.0,"The review mentions a ""good menu"" but heavily emphasizes consistent and significant service issues, including lack of consistency and messy water refills. The high noise level is also a noted negative. These substantial drawbacks regarding service and atmosphere outweigh the single positive mention of the menu, leading to a low rating.",True,,Changs has a good menu but this location still needs to work on their service.  Each time I have bee...,3.879884719848633
3,,,False,"Validation/Parsing failed, Error: [{'type': 'string_too_long', 'loc': ('explanation',), 'msg': 'String should have at most 400 characters', 'input': 'The reviewer explicitly states, ""My review gets 3 stars but I really should give it 2... I am being generous."" This indicates the underlying experience warrants a lower rating. Despite calling the food ""good,"" significant negative points are highlighted: the food is ""VERY salty"" and the ""selection is not great."" These substantial flaws in taste and variety, combined with the reviewer\'s own self-correction, point to a 2-star experience rather than a 3-star one.', 'ctx': {'max_length': 400}, 'url': 'https://errors.pydantic.dev/2.12/v/string_too_long'}]","Hello my fellow Arizonians.....

My review gets 3 stars but I really should give it 2... I am being ...",9.281846046447754
3,4.0,"The review indicates a generally positive experience, highlighting key strengths like convenience (""everything you need"", ""no wait"") and excellent staff (""super nice""). Minor drawbacks (""not the newest or nicest"", AC and TV suggestions) are present but do not detract significantly from the overall satisfaction, suggesting a very good experience with room for small improvements.",True,,"Not the newest or the nicest but, everything you need and usually no wait for machines. The staff is...",3.7564611434936523
3,,,False,"Validation/Parsing failed, Error: [{'type': 'string_too_long', 'loc': ('explanation',), 'msg': 'String should have at most 400 characters', 'input': 'The review expresses strong positive sentiment about the \'awesome\' and \'very unexpected\' international selection, stating ""I really liked this place"" and that one ""won\'t be disappointed."" However, it highlights several significant operational negatives: items close to expiration, shelves needing dusting and straightening, a messy dish aisle compared to a \'dollar store,\' and an \'initial fish smell.\' Despite these flaws, the positive experience with the unique product selection and the overall enjoyment of the store outweigh the fixable operational issues, suggesting a good experience with room for improvement.', 'ctx': {'max_length': 400}, 'url': 'https://errors.pydantic.dev/2.12/v/string_too_long'}]","On a recent visit to Arizona, my mother and I ventured into this store. Neither of us had stepped fo...",12.421308279037476
3,3.0,"The review states the food is ""pretty decent,"" suggesting an average positive experience. However, the ""hit or miss"" staff friendliness introduces inconsistency and potential negative interactions, balancing out the decent food and preventing a higher rating.",True,,Pretty decent food. Friendliness of staff is hit or miss....,3.64024019241333
3,,,False,"Validation/Parsing failed, Error: [{'type': 'string_too_long', 'loc': ('explanation',), 'msg': 'String should have at most 400 characters', 'input': 'The review describes two distinct experiences: an excellent first visit (4 stars) and a poor second visit (2 stars). The language used reflects this contrast, with positives like ""nice and attentive"" and ""delicious"" balanced by negatives such as ""not as attentive,"" ""cold and bland."" The reviewer explicitly states their intention to give 3 stars due to this inconsistency and the ""bummer"" of a subsequent bad experience, indicating a neutral overall sentiment when averaging both visits.', 'ctx': {'max_length': 400}, 'url': 'https://errors.pydantic.dev/2.12/v/string_too_long'}]","Been here 2 times.  Had I reviewed after my first visit, I would've given the place 4 stars.  The se...",4.232125997543335
